file_number	well_number	temperature	intensity	first_derivative	file_well
10	263	78	4.28	-0.191	10-263
10	263	79.2	4.05	-0.202	10-263
10	263	80.4	3.8	-0.209	10-263
10	263	81.6	3.55	-0.206	10-263
10	263	82.8	3.3	-0.209	10-263
10	263	84	3.05	-0.218	10-263
10	263	85.2	2.78	-0.225	10-263
10	263	86.4	2.5	-0.229	10-263
10	263	87.6	2.23	-0.225	10-263
10	263	88.8	1.97	-0.206	10-263
10	263	90	1.74	-0.174	10-263
10	264	30	1.16	0.004	10-264
10	264	31.2	1.16	-0.005	10-264
10	264	32.4	1.15	-0.011	10-264
10	264	33.6	1.13	-0.013	10-264
10	264	34.8	1.12	-0.01	10-264
10	264	36	1.11	-0.006	10-264
10	264	37.2	1.1	-0.008	10-264
10	264	38.4	1.09	-0.008	10-264
10	264	39.6	1.08	-0.005	10-264
10	264	40.8	1.08	0	10-264
10	264	42	1.08	-0.001	10-264
10	264	43.2	1.08	-0.003	10-264
10	264	44.4	1.07	-0.003	10-264
10	264	45.6	1.07	0	10-264
10	264	46.8	1.08	0.005	10-264
10	264	48	1.08	0.006	10-264
10	264	49.2	1.09	0.008	10-264
10	264	50.4	1.1	0.012	10-264
10	264	51.6	1.12	0.016	10-264
10	264	52.8	1.14	0.022	10-264
10	264	54	1.17	0.033	10-264
10	264	55.2	1.22	0.037	10-264
10	264	56.4	1.26	0.04	10-264
10	264	57.6	1.32	0.053	10-264
10	264	58.8	1.39	0.063	10-264
10	264	60	1.47	0.078	10-264
10	264	61.2	1.58	0.101	10-264
10	264	62.4	1.72	0.134	10-264
10	264	63.6	1.9	0.179	10-264
10	264	64.8	2.15	0.231	10-264
10	264	66	2.46	0.278	10-264
10	264	67.2	2.81	0.316	10-264
10	264	68.4	3.21	0.34	10-264
10	264	69.6	3.61	0.309	10-264
10	264	70.8	3.92	0.203	10-264
10	264	72	4.1	0.09	10-264
10	264	73.2	4.14	-0.013	10-264
10	264	74.4	4.08	-0.08	10-264
10	264	75.6	3.95	-0.124	10-264
10	264	76.8	3.79	-0.15	10-264
10	264	78	3.6	-0.163	10-264
10	264	79.2	3.4	-0.172	10-264
10	264	80.4	3.19	-0.172	10-264
10	264	81.6	2.98	-0.176	10-264
10	264	82.8	2.77	-0.182	10-264
10	264	84	2.55	-0.186	10-264
10	264	85.2	2.32	-0.192	10-264
10	264	86.4	2.09	-0.196	10-264
10	264	87.6	1.86	-0.187	10-264
10	264	88.8	1.64	-0.17	10-264
10	264	90	1.45	-0.145	10-264
10	287	30	1.23	0.004	10-287
10	287	31.2	1.23	-0.007	10-287
10	287	32.4	1.22	-0.01	10-287
10	287	33.6	1.21	-0.003	10-287
10	287	34.8	1.2	-0.008	10-287
10	287	36	1.19	-0.012	10-287
10	287	37.2	1.19	-0.005	10-287
10	287	38.4	1.18	-0.006	10-287
10	287	39.6	1.17	-0.006	10-287
10	287	40.8	1.17	-0.003	10-287
10	287	42	1.16	-0.001	10-287
10	287	43.2	1.17	0.001	10-287
10	287	44.4	1.17	0.001	10-287
10	287	45.6	1.17	0.002	10-287
10	287	46.8	1.17	0.005	10-287
10	287	48	1.18	0.008	10-287
10	287	49.2	1.19	0.01	10-287
10	287	50.4	1.2	0.012	10-287
10	287	51.6	1.22	0.021	10-287
10	287	52.8	1.25	0.03	10-287
10	287	54	1.29	0.034	10-287
10	287	55.2	1.34	0.038	10-287
10	287	56.4	1.39	0.045	10-287
10	287	57.6	1.45	0.056	10-287
10	287	58.8	1.53	0.074	10-287
10	287	60	1.63	0.092	10-287
10	287	61.2	1.74	0.107	10-287
10	287	62.4	1.89	0.142	10-287
10	287	63.6	2.09	0.193	10-287
10	287	64.8	2.35	0.24	10-287
10	287	66	2.67	0.292	10-287
10	287	67.2	3.05	0.354	10-287
10	287	68.4	3.5	0.374	10-287
10	287	69.6	3.93	0.335	10-287
10	287	70.8	4.28	0.236	10-287
10	287	72	4.48	0.1	10-287
10	287	73.2	4.52	-0.022	10-287
10	287	74.4	4.45	-0.085	10-287
10	287	75.6	4.32	-0.131	10-287
10	287	76.8	4.14	-0.162	10-287
10	287	78	3.94	-0.175	10-287
10	287	79.2	3.72	-0.186	10-287
10	287	80.4	3.49	-0.192	10-287
10	287	81.6	3.26	-0.191	10-287
10	287	82.8	3.03	-0.196	10-287
10	287	84	2.79	-0.208	10-287
10	287	85.2	2.54	-0.21	10-287
10	287	86.4	2.29	-0.211	10-287
10	287	87.6	2.03	-0.211	10-287
10	287	88.8	1.79	-0.193	10-287
10	287	90	1.57	-0.159	10-287
10	288	30	1.21	-0.005	10-288
10	288	31.2	1.2	-0.008	10-288
10	288	32.4	1.19	-0.009	10-288
10	288	33.6	1.18	-0.006	10-288
10	288	34.8	1.17	-0.007	10-288
10	288	36	1.16	-0.01	10-288
10	288	37.2	1.15	-0.012	10-288
10	288	38.4	1.14	-0.006	10-288
10	288	39.6	1.14	-0.002	10-288
10	288	40.8	1.13	-0.004	10-288
10	288	42	1.13	-0.003	10-288
10	288	43.2	1.13	-0.001	10-288
10	288	44.4	1.13	0.002	10-288
10	288	45.6	1.13	0.003	10-288
10	288	46.8	1.13	0.004	10-288
10	288	48	1.14	0.007	10-288
10	288	49.2	1.15	0.008	10-288
10	288	50.4	1.16	0.012	10-288
10	288	51.6	1.18	0.018	10-288
10	288	52.8	1.21	0.025	10-288
10	288	54	1.24	0.035	10-288
10	288	55.2	1.29	0.038	10-288
10	288	56.4	1.34	0.046	10-288
10	288	57.6	1.4	0.064	10-288
10	288	58.8	1.49	0.073	10-288
10	288	60	1.58	0.08	10-288
10	288	61.2	1.68	0.101	10-288
10	288	62.4	1.82	0.134	10-288
10	288	63.6	2.01	0.177	10-288
10	288	64.8	2.26	0.235	10-288
10	288	66	2.57	0.292	10-288
10	288	67.2	2.95	0.34	10-288
10	288	68.4	3.38	0.359	10-288
10	288	69.6	3.79	0.325	10-288
10	288	70.8	4.13	0.223	10-288
10	288	72	4.32	0.097	10-288
10	288	73.2	4.36	-0.01	10-288
10	288	74.4	4.31	-0.083	10-288
10	288	75.6	4.18	-0.133	10-288
10	288	76.8	4	-0.164	10-288
10	288	78	3.8	-0.168	10-288
10	288	79.2	3.59	-0.174	10-288
10	288	80.4	3.38	-0.183	10-288
10	288	81.6	3.15	-0.187	10-288
10	288	82.8	2.93	-0.188	10-288
10	288	84	2.71	-0.191	10-288
10	288	85.2	2.47	-0.197	10-288
10	288	86.4	2.23	-0.201	10-288
10	288	87.6	1.99	-0.201	10-288
10	288	88.8	1.76	-0.178	10-288
10	288	90	1.56	-0.137	10-288
10	311	30	1.21	-0.007	10-311
10	311	31.2	1.2	-0.01	10-311
10	311	32.4	1.18	-0.01	10-311
10	311	33.6	1.17	-0.004	10-311
10	311	34.8	1.17	-0.008	10-311
10	311	36	1.16	-0.011	10-311
10	311	37.2	1.15	-0.003	10-311
10	311	38.4	1.14	-0.002	10-311
10	311	39.6	1.14	-0.004	10-311
10	311	40.8	1.14	-0.004	10-311
10	311	42	1.13	-0.003	10-311
10	311	43.2	1.13	0.001	10-311
10	311	44.4	1.13	0.002	10-311
10	311	45.6	1.13	0.003	10-311
10	311	46.8	1.14	0.006	10-311
10	311	48	1.14	0.005	10-311
10	311	49.2	1.15	0.008	10-311
10	311	50.4	1.17	0.011	10-311
10	311	51.6	1.18	0.017	10-311
10	311	52.8	1.21	0.029	10-311
10	311	54	1.25	0.032	10-311
10	311	55.2	1.29	0.035	10-311
10	311	56.4	1.33	0.046	10-311
10	311	57.6	1.4	0.059	10-311
10	311	58.8	1.47	0.07	10-311
10	311	60	1.57	0.083	10-311
10	311	61.2	1.68	0.104	10-311
10	311	62.4	1.82	0.135	10-311
10	311	63.6	2	0.179	10-311
10	311	64.8	2.25	0.231	10-311
10	311	66	2.56	0.283	10-311
10	311	67.2	2.93	0.337	10-311
10	311	68.4	3.35	0.358	10-311
10	311	69.6	3.77	0.326	10-311
10	311	70.8	4.11	0.23	10-311
10	311	72	4.31	0.104	10-311
10	311	73.2	4.36	-0.009	10-311
10	311	74.4	4.31	-0.082	10-311
10	311	75.6	4.18	-0.128	10-311
10	311	76.8	4.01	-0.154	10-311
10	311	78	3.81	-0.175	10-311
10	311	79.2	3.6	-0.184	10-311
10	311	80.4	3.38	-0.183	10-311
10	311	81.6	3.16	-0.182	10-311
10	311	82.8	2.94	-0.188	10-311
10	311	84	2.7	-0.197	10-311
10	311	85.2	2.47	-0.204	10-311
10	311	86.4	2.22	-0.207	10-311
10	311	87.6	1.98	-0.199	10-311
10	311	88.8	1.74	-0.186	10-311
10	311	90	1.53	-0.167	10-311
10	312	30	1.12	-0.004	10-312
10	312	31.2	1.11	-0.006	10-312
10	312	32.4	1.11	-0.007	10-312
10	312	33.6	1.1	-0.009	10-312
10	312	34.8	1.09	-0.009	10-312
10	312	36	1.08	-0.007	10-312
10	312	37.2	1.07	-0.005	10-312
10	312	38.4	1.06	-0.005	10-312
10	312	39.6	1.06	-0.005	10-312
10	312	40.8	1.05	-0.003	10-312
10	312	42	1.05	0.001	10-312
10	312	43.2	1.05	0.004	10-312
10	312	44.4	1.06	-0.001	10-312
10	312	45.6	1.05	0.001	10-312
10	312	46.8	1.06	0.006	10-312
10	312	48	1.07	0.005	10-312
10	312	49.2	1.07	0.006	10-312
10	312	50.4	1.09	0.014	10-312
10	312	51.6	1.11	0.018	10-312
10	312	52.8	1.13	0.022	10-312
10	312	54	1.16	0.028	10-312
10	312	55.2	1.2	0.036	10-312
10	312	56.4	1.25	0.045	10-312
10	312	57.6	1.31	0.053	10-312
10	312	58.8	1.38	0.065	10-312
10	312	60	1.47	0.081	10-312
10	312	61.2	1.57	0.098	10-312
10	312	62.4	1.7	0.127	10-312
10	312	63.6	1.88	0.172	10-312
10	312	64.8	2.12	0.224	10-312
10	312	66	2.42	0.272	10-312
10	312	67.2	2.77	0.32	10-312
10	312	68.4	3.18	0.344	10-312
10	312	69.6	3.58	0.31	10-312
10	312	70.8	3.89	0.21	10-312
10	312	72	4.08	0.095	10-312
10	312	73.2	4.12	-0.009	10-312
10	312	74.4	4.06	-0.079	10-312
10	312	75.6	3.94	-0.123	10-312
10	312	76.8	3.78	-0.151	10-312
10	312	78	3.59	-0.164	10-312
10	312	79.2	3.38	-0.172	10-312
10	312	80.4	3.17	-0.176	10-312
10	312	81.6	2.96	-0.177	10-312
10	312	82.8	2.75	-0.178	10-312
10	312	84	2.53	-0.183	10-312
10	312	85.2	2.31	-0.193	10-312
10	312	86.4	2.07	-0.194	10-312
10	312	87.6	1.85	-0.184	10-312
10	312	88.8	1.63	-0.172	10-312
10	312	90	1.43	-0.156	10-312
10	335	30	1.18	0.005	10-335
10	335	31.2	1.18	-0.006	10-335
10	335	32.4	1.17	-0.01	10-335
10	335	33.6	1.15	-0.007	10-335
10	335	34.8	1.15	-0.006	10-335
10	335	36	1.14	-0.008	10-335
10	335	37.2	1.13	-0.008	10-335
10	335	38.4	1.12	-0.004	10-335
10	335	39.6	1.12	-0.004	10-335
10	335	40.8	1.12	0.001	10-335
10	335	42	1.11	-0.001	10-335
10	335	43.2	1.11	-0.004	10-335
10	335	44.4	1.11	0	10-335
10	335	45.6	1.11	0.004	10-335
10	335	46.8	1.12	0.006	10-335
10	335	48	1.12	0.005	10-335
10	335	49.2	1.13	0.007	10-335
10	335	50.4	1.14	0.012	10-335
10	335	51.6	1.16	0.019	10-335
10	335	52.8	1.19	0.024	10-335
10	335	54	1.22	0.028	10-335
10	335	55.2	1.26	0.035	10-335
10	335	56.4	1.3	0.044	10-335
10	335	57.6	1.36	0.057	10-335
10	335	58.8	1.44	0.068	10-335
10	335	60	1.53	0.076	10-335
10	335	61.2	1.63	0.099	10-335
10	335	62.4	1.76	0.13	10-335
10	335	63.6	1.94	0.17	10-335
10	335	64.8	2.18	0.229	10-335
10	335	66	2.49	0.277	10-335
10	335	67.2	2.84	0.314	10-335
10	335	68.4	3.24	0.34	10-335
10	335	69.6	3.64	0.306	10-335
10	335	70.8	3.94	0.201	10-335
10	335	72	4.11	0.087	10-335
10	335	73.2	4.15	-0.015	10-335
10	335	74.4	4.09	-0.084	10-335
10	335	75.6	3.96	-0.131	10-335
10	335	76.8	3.79	-0.156	10-335
10	335	78	3.6	-0.165	10-335
10	335	79.2	3.39	-0.17	10-335
10	335	80.4	3.19	-0.169	10-335
10	335	81.6	2.98	-0.172	10-335
10	335	82.8	2.77	-0.177	10-335
10	335	84	2.56	-0.184	10-335
10	335	85.2	2.33	-0.19	10-335
10	335	86.4	2.1	-0.191	10-335
10	335	87.6	1.88	-0.186	10-335
10	335	88.8	1.66	-0.172	10-335
10	335	90	1.47	-0.15	10-335
10	336	30	1.13	0.009	10-336
10	336	31.2	1.13	-0.006	10-336
10	336	32.4	1.12	-0.011	10-336
10	336	33.6	1.1	-0.006	10-336
10	336	34.8	1.1	-0.006	10-336
10	336	36	1.09	-0.008	10-336
10	336	37.2	1.08	-0.009	10-336
10	336	38.4	1.07	-0.006	10-336
10	336	39.6	1.07	-0.002	10-336
10	336	40.8	1.06	-0.003	10-336
10	336	42	1.06	-0.003	10-336
10	336	43.2	1.05	-0.002	10-336
10	336	44.4	1.05	0	10-336
10	336	45.6	1.05	0	10-336
10	336	46.8	1.05	0.004	10-336
10	336	48	1.06	0.008	10-336
10	336	49.2	1.07	0.009	10-336
10	336	50.4	1.08	0.011	10-336
10	336	51.6	1.1	0.015	10-336
10	336	52.8	1.12	0.021	10-336
10	336	54	1.15	0.023	10-336
10	336	55.2	1.18	0.034	10-336
10	336	56.4	1.23	0.044	10-336
10	336	57.6	1.28	0.047	10-336
10	336	58.8	1.34	0.061	10-336
10	336	60	1.43	0.077	10-336
10	336	61.2	1.53	0.094	10-336
10	336	62.4	1.66	0.122	10-336
10	336	63.6	1.83	0.162	10-336
10	336	64.8	2.06	0.219	10-336
10	336	66	2.35	0.265	10-336
10	336	67.2	2.69	0.299	10-336
10	336	68.4	3.06	0.312	10-336
10	336	69.6	3.42	0.279	10-336
10	336	70.8	3.71	0.188	10-336
10	336	72	3.86	0.078	10-336
10	336	73.2	3.9	-0.014	10-336
10	336	74.4	3.84	-0.081	10-336
10	336	75.6	3.71	-0.123	10-336
10	336	76.8	3.55	-0.143	10-336
10	336	78	3.38	-0.154	10-336
10	336	79.2	3.19	-0.162	10-336
10	336	80.4	2.99	-0.162	10-336
10	336	81.6	2.8	-0.161	10-336
10	336	82.8	2.6	-0.163	10-336
10	336	84	2.4	-0.173	10-336
10	336	85.2	2.19	-0.176	10-336
10	336	86.4	1.98	-0.176	10-336
10	336	87.6	1.76	-0.177	10-336
10	336	88.8	1.56	-0.156	10-336
10	336	90	1.39	-0.111	10-336
10	359	30	1.12	-0.006	10-359
10	359	31.2	1.11	-0.004	10-359
10	359	32.4	1.11	-0.005	10-359
10	359	33.6	1.1	-0.007	10-359
10	359	34.8	1.09	-0.006	10-359
10	359	36	1.08	-0.006	10-359
10	359	37.2	1.07	-0.009	10-359
10	359	38.4	1.06	-0.005	10-359
10	359	39.6	1.06	-0.001	10-359
10	359	40.8	1.06	-0.003	10-359
10	359	42	1.05	-0.003	10-359
10	359	43.2	1.05	-0.002	10-359
10	359	44.4	1.05	0	10-359
10	359	45.6	1.05	0.001	10-359
10	359	46.8	1.05	0.003	10-359
10	359	48	1.06	0.008	10-359
10	359	49.2	1.07	0.009	10-359
10	359	50.4	1.08	0.013	10-359
10	359	51.6	1.1	0.014	10-359
10	359	52.8	1.12	0.017	10-359
10	359	54	1.15	0.031	10-359
10	359	55.2	1.19	0.036	10-359
10	359	56.4	1.23	0.041	10-359
10	359	57.6	1.29	0.05	10-359
10	359	58.8	1.36	0.062	10-359
10	359	60	1.44	0.078	10-359
10	359	61.2	1.54	0.098	10-359
10	359	62.4	1.68	0.128	10-359
10	359	63.6	1.86	0.167	10-359
10	359	64.8	2.09	0.221	10-359
10	359	66	2.38	0.273	10-359
10	359	67.2	2.74	0.318	10-359
10	359	68.4	3.14	0.345	10-359
10	359	69.6	3.54	0.315	10-359
10	359	70.8	3.87	0.216	10-359
10	359	72	4.06	0.102	10-359
10	359	73.2	4.11	-0.002	10-359
10	359	74.4	4.06	-0.073	10-359
10	359	75.6	3.95	-0.118	10-359
10	359	76.8	3.79	-0.143	10-359
10	359	78	3.61	-0.158	10-359
10	359	79.2	3.41	-0.17	10-359
10	359	80.4	3.21	-0.177	10-359
10	359	81.6	3	-0.172	10-359
10	359	82.8	2.79	-0.172	10-359
10	359	84	2.58	-0.183	10-359
10	359	85.2	2.35	-0.194	10-359
10	359	86.4	2.11	-0.198	10-359
10	359	87.6	1.88	-0.189	10-359
10	359	88.8	1.66	-0.179	10-359
10	359	90	1.45	-0.169	10-359
10	360	30	1.06	0.002	10-360
10	360	31.2	1.05	-0.002	10-360
10	360	32.4	1.05	-0.006	10-360
10	360	33.6	1.04	-0.01	10-360
10	360	34.8	1.03	-0.009	10-360
10	360	36	1.02	-0.005	10-360
10	360	37.2	1.01	0	10-360
10	360	38.4	1.01	-0.003	10-360
10	360	39.6	1.01	-0.007	10-360
10	360	40.8	1	0	10-360
10	360	42	1	0	10-360
10	360	43.2	1	0	10-360
10	360	44.4	1	0.001	10-360
10	360	45.6	1	0.001	10-360
10	360	46.8	1.01	0.001	10-360
10	360	48	1.01	0.005	10-360
10	360	49.2	1.02	0.01	10-360
10	360	50.4	1.03	0.011	10-360
10	360	51.6	1.05	0.014	10-360
10	360	52.8	1.07	0.021	10-360
10	360	54	1.1	0.03	10-360
10	360	55.2	1.14	0.031	10-360
10	360	56.4	1.17	0.036	10-360
10	360	57.6	1.23	0.049	10-360
10	360	58.8	1.29	0.061	10-360
10	360	60	1.38	0.078	10-360
10	360	61.2	1.48	0.093	10-360
10	360	62.4	1.6	0.118	10-360
10	360	63.6	1.77	0.162	10-360
10	360	64.8	2	0.214	10-360
10	360	66	2.28	0.261	10-360
10	360	67.2	2.62	0.3	10-360
10	360	68.4	3	0.327	10-360
10	360	69.6	3.38	0.304	10-360
10	360	70.8	3.7	0.207	10-360
10	360	72	3.88	0.095	10-360
10	360	73.2	3.93	-0.004	10-360
10	360	74.4	3.87	-0.08	10-360
10	360	75.6	3.75	-0.123	10-360
10	360	76.8	3.59	-0.14	10-360
10	360	78	3.41	-0.159	10-360
10	360	79.2	3.22	-0.167	10-360
10	360	80.4	3.02	-0.162	10-360
10	360	81.6	2.82	-0.166	10-360
10	360	82.8	2.62	-0.173	10-360
10	360	84	2.41	-0.179	10-360
10	360	85.2	2.19	-0.186	10-360
10	360	86.4	1.97	-0.187	10-360
10	360	87.6	1.75	-0.175	10-360
10	360	88.8	1.55	-0.162	10-360
10	360	90	1.36	-0.146	10-360
10	383	30	1.14	0.012	10-383
10	383	31.2	1.15	-0.002	10-383
10	383	32.4	1.14	-0.008	10-383
10	383	33.6	1.13	-0.009	10-383
10	383	34.8	1.12	-0.008	10-383
10	383	36	1.11	-0.008	10-383
10	383	37.2	1.1	-0.008	10-383
10	383	38.4	1.09	-0.007	10-383
10	383	39.6	1.09	-0.004	10-383
10	383	40.8	1.09	-0.001	10-383
10	383	42	1.08	-0.001	10-383
10	383	43.2	1.08	-0.001	10-383
10	383	44.4	1.08	0.001	10-383
10	383	45.6	1.08	0.003	10-383
10	383	46.8	1.09	0.004	10-383
10	383	48	1.09	0.007	10-383
10	383	49.2	1.1	0.008	10-383
10	383	50.4	1.11	0.01	10-383
10	383	51.6	1.13	0.015	10-383
10	383	52.8	1.15	0.021	10-383
10	383	54	1.18	0.029	10-383
10	383	55.2	1.22	0.036	10-383
10	383	56.4	1.26	0.041	10-383
10	383	57.6	1.32	0.051	10-383
10	383	58.8	1.39	0.066	10-383
10	383	60	1.48	0.081	10-383
10	383	61.2	1.58	0.096	10-383
10	383	62.4	1.71	0.128	10-383
10	383	63.6	1.89	0.174	10-383
10	383	64.8	2.13	0.226	10-383
10	383	66	2.43	0.275	10-383
10	383	67.2	2.79	0.319	10-383
10	383	68.4	3.18	0.333	10-383
10	383	69.6	3.57	0.296	10-383
10	383	70.8	3.88	0.209	10-383
10	383	72	4.06	0.091	10-383
10	383	73.2	4.1	-0.017	10-383
10	383	74.4	4.03	-0.084	10-383
10	383	75.6	3.9	-0.129	10-383
10	383	76.8	3.73	-0.154	10-383
10	383	78	3.54	-0.162	10-383
10	383	79.2	3.34	-0.169	10-383
10	383	80.4	3.14	-0.175	10-383
10	383	81.6	2.93	-0.175	10-383
10	383	82.8	2.72	-0.178	10-383
10	383	84	2.5	-0.185	10-383
10	383	85.2	2.28	-0.187	10-383
10	383	86.4	2.05	-0.189	10-383
10	383	87.6	1.82	-0.188	10-383
10	383	88.8	1.61	-0.17	10-383
10	383	90	1.42	-0.14	10-383
10	384	30	1.05	0	10-384
10	384	31.2	1.05	-0.005	10-384
10	384	32.4	1.04	-0.008	10-384
10	384	33.6	1.03	-0.007	10-384
10	384	34.8	1.02	-0.007	10-384
10	384	36	1.01	-0.007	10-384
10	384	37.2	1	-0.008	10-384
10	384	38.4	1	-0.003	10-384
10	384	39.6	0.99	0	10-384
10	384	40.8	0.99	-0.007	10-384
10	384	42	0.98	-0.004	10-384
10	384	43.2	0.98	0.002	10-384
10	384	44.4	0.98	0.001	10-384
10	384	45.6	0.98	0.001	10-384
10	384	46.8	0.99	0.001	10-384
10	384	48	0.99	0.005	10-384
10	384	49.2	1	0.008	10-384
10	384	50.4	1.01	0.009	10-384
10	384	51.6	1.02	0.015	10-384
10	384	52.8	1.04	0.021	10-384
10	384	54	1.07	0.025	10-384
10	384	55.2	1.11	0.033	10-384
10	384	56.4	1.15	0.043	10-384
10	384	57.6	1.2	0.048	10-384
10	384	58.8	1.27	0.059	10-384
10	384	60	1.35	0.076	10-384
10	384	61.2	1.45	0.09	10-384
10	384	62.4	1.57	0.116	10-384
10	384	63.6	1.73	0.158	10-384
10	384	64.8	1.95	0.211	10-384
10	384	66	2.24	0.262	10-384
10	384	67.2	2.58	0.307	10-384
10	384	68.4	2.96	0.324	10-384
10	384	69.6	3.34	0.29	10-384
10	384	70.8	3.64	0.201	10-384
10	384	72	3.81	0.089	10-384
10	384	73.2	3.85	-0.012	10-384
10	384	74.4	3.79	-0.075	10-384
10	384	75.6	3.68	-0.12	10-384
10	384	76.8	3.51	-0.147	10-384
10	384	78	3.34	-0.154	10-384
10	384	79.2	3.15	-0.161	10-384
10	384	80.4	2.95	-0.163	10-384
10	384	81.6	2.76	-0.163	10-384
10	384	82.8	2.56	-0.166	10-384
10	384	84	2.36	-0.175	10-384
10	384	85.2	2.14	-0.18	10-384
10	384	86.4	1.92	-0.181	10-384
10	384	87.6	1.71	-0.175	10-384
10	384	88.8	1.51	-0.16	10-384
10	384	90	1.33	-0.134	10-384
